SUBJ ID;EXPERIMENT;Baseline;EV;EUT;SEM;SEU;PT-Edit1;PT-Edit2;CPT-TK;CPT-LBW;CPT-Prelec;Dual-1;Dual-2;Regret-Bell;Regret-LS;Salience;Aspiration;Below-mean Semivariance;Certainty Equivalence;CoefVar;DFT;Distracted DFT;Disappointment-Bell;Disappointment-LS1;Disappointment-LS2;Disappointment-DC1;Disappointment-DC2;Dual System-M;Dual System-LOB;Mean Alpha-target;Mean Below-target;Mean StdDev;Mean Target Semivariance;Mean Variance;Noisy Retrieval;Subjective Expected Pleasure;Odds-based SWU;UWS;Variance Skewness;Venture;RAM;TAX;Heuristic BTA;Heuristic CC;Heuristic EP;Heuristic RELM;Heuristic LL;Heuristic LEPE;Heuristic LPE;Heuristic Minimax;Heuristic Minimax Regret;Heuristic ML;Heuristic MPW;Heuristic Priority;Heuristic Similarity-Leland
210;Pachur18_e1_session1;126.1527869;98.02018049;101.3366713;102.53104;110.3583903;114.8692498;116.0636185;114.8692499;123.8960986;123.7088681;110.270426;115.5462897;102.3650474;103.2432387;102.5666036;112.6283438;102.53104;114.2479485;106.6651084;92.3145947;96.8254542;102.5138095;105.3289401;108.4941195;100.6136134;96.83255402;107.0418995;110.3583903;109.9753481;107.0418995;102.53104;107.0418995;102.53104;105.8475308;113.2927297;105.8475308;98.87127247;105.7416788;123.8837818;119.292145;109.5951222;130.6636464;128.1777295;130.2633495;96.51189615;130.6503126;118.4194678;124.7869295;130.6636464;130.2633495;106.8260431;101.504333;130.6636464;115.8817428
211;Pachur18_e1_session1;126.1527869;124.2250834;128.0470296;125.2109525;130.9514263;122.8423459;123.0781909;118.6240318;127.0979473;120.9019062;111.4810111;109.9028347;141.4441491;144.1093975;131.9443343;112.4685156;113.9792802;121.4376141;201.1880518;124.8318498;117.2217438;113.3136332;130.2318386;133.5904382;118.4738016;122.9685884;127.9244312;130.8591298;108.3112126;109.2148553;110.575739;116.8779166;117.3374194;126.3482703;134.4632416;126.4604;125.6051944;121.8482789;132.2073005;107.0309985;116.7099621;129.266472;121.4705756;129.5502377;121.0943349;130.6636464;130.6636464;130.6636464;110.2818847;129.5502377;126.5760807;125.8556977;107.4015079;127.5051611
212;Pachur18_e1_session1;126.1527869;120.6976785;123.9387511;124.7742048;129.8887145;111.3864545;115.6860374;111.0549229;117.4605951;113.9102064;104.349322;102.2473749;136.193775;138.3280186;121.4904157;107.671866;100.3616736;122.8696692;185.2805203;120.2605706;120.8713184;106.038926;129.0334746;130.4040758;111.2713813;115.7806511;126.4264078;131.1917422;95.61706564;92.9178306;102.2614369;91.53061434;101.9744673;126.6808827;123.0768293;125.7207245;120.2594391;106.4853269;116.5451963;106.3797695;117.6878684;130.5096481;128.1777295;130.6636464;115.7485796;130.3300657;130.6636464;130.6636464;119.033125;130.6636464;128.1234498;123.7100223;116.8488616;127.4406326
213;Pachur18_e1_session1;126.1527869;111.6342123;102.4722682;116.1450718;107.8282074;102.1559341;114.8373879;101.8069653;110.7074863;108.5304;101.1589843;102.2890828;129.062242;110.9392853;109.3223432;107.6268123;105.5394;124.5607629;186.0737341;110.4103582;114.8742594;105.7078567;118.6015962;110.3769723;116.6113761;104.0417308;120.5755417;111.4496319;111.5025464;110.0356823;106.0088662;110.0473432;105.7371821;106.9387724;134.3273016;106.4544917;110.7481595;110.2480416;109.3031411;96.90382116;107.8777955;130.6636464;130.3905422;130.6636464;105.9068584;128.3988919;130.6526571;130.6636464;130.2633495;130.6636464;129.3006131;126.7764286;128.1797987;118.8097632
214;Pachur18_e1_session1;126.1527869;125.5777815;130.088641;99.35234021;106.1752556;134.9790418;134.9790419;123.7966823;117.0885913;117.2842131;128.2999424;129.8991431;137.2796274;141.7904942;121.2500353;135.7084993;130.088641;103.9664758;122.6012486;130.8613124;104.7913483;128.8264756;118.3116615;122.822521;131.3302244;140.8932469;100.9908085;105.3241895;131.1976398;134.0573032;130.088641;134.5995005;130.088641;100.81333;142.3633564;101.6876713;129.0907712;131.7141923;129.2290017;114.1543982;106.1985308;113.2166053;109.2919185;106.0039787;124.5799117;130.6636464;127.4690871;124.7869295;123.0444075;106.0039787;130.5625036;129.4703421;122.5307735;140.1141312
215;Pachur18_e1_session1;126.1527869;130.6636464;135.1745059;131.8139675;139.6735156;139.4276621;139.4276621;145.7052299;148.7878713;146.547776;130.3610764;130.2962758;148.0949541;153.2179439;142.0657804;144.6512439;131.6833464;129.7718177;182.1227839;133.7898327;138.2954063;134.0854927;135.9900297;136.9188428;146.4781688;149.2226682;135.9792682;140.492342;135.7384758;132.2217252;133.4672548;131.2333729;133.4797158;135.9792682;161.061906;135.9792682;134.8981894;137.9905753;146.6508694;133.0582563;134.8776951;130.6636464;129.1674573;129.5502377;130.6599166;130.6636464;130.5647273;130.6636464;127.0392539;129.5502377;130.5625036;130.6160228;125.773536;145.5401404
216;Pachur18_e1_session1;126.1527869;118.2731061;112.3054799;121.2793559;111.8459292;118.9360984;130.0355743;117.0048237;123.6887733;123.1296323;106.9834295;107.983863;135.4480169;129.0506026;119.2902649;102.8914586;113.2035339;119.4611812;130.0706856;123.2862707;115.3229086;112.4138727;124.9148935;111.3900429;103.3923153;107.0141784;118.8318529;114.1491157;106.250962;108.2657959;111.1365633;116.782574;114.9165444;109.6382562;120.5221839;107.3350697;120.2827046;119.4274039;119.1192231;107.1771482;110.3781264;124.9095897;128.1777295;128.4769997;115.7718451;130.6636464;130.5647273;130.6636464;120.4697042;128.4769997;130.5625036;130.6160228;111.5090725;105.3233837
217;Pachur18_e1_session1;126.1527869;127.3633144;131.8741739;130.2100587;138.9157456;146.2822101;148.7070844;142.2830752;148.9071281;143.3619807;130.5660606;130.6636464;141.9104571;145.8196664;127.0062209;138.1022975;131.8741739;124.0084699;124.5270432;133.2195905;137.73045;126.341611;136.210049;136.1259788;137.7189985;137.0060574;133.7575499;138.2684094;133.6277706;136.3850335;131.8741739;136.3850335;131.8741739;133.7575499;154.6306117;134.7209182;130.2538387;129.9553289;151.2046748;139.2098077;139.2317777;128.1617169;128.1777295;129.5502377;128.1924023;130.6636464;118.4194678;122.5307735;130.6636464;129.5502377;125.661556;126.7764286;130.6636464;141.5892178
218;Pachur18_e1_session1;126.1527869;130.6636464;134.7889827;134.0577586;137.3066462;136.8304488;137.1888848;131.1299723;138.9440921;138.3757762;130.4689005;130.2736507;148.7070844;152.7728583;139.5698915;134.2176355;130.1881279;130.4307263;154.4957648;146.5202607;138.1954032;132.4636724;137.3629543;140.2915988;116.5634394;120.4999295;133.1277984;136.9856682;130.1245353;129.1131034;129.6492819;132.8074085;131.4101629;132.4748086;134.6068774;132.7957867;135.1628333;135.9214106;145.2709959;126.4953961;129.5619062;130.0458109;128.1777295;130.48581;130.6519738;130.6636464;130.6636464;130.6636464;114.1048399;130.48581;130.6636464;130.6636464;113.3959246;139.4780787
219;Pachur18_e1_session1;126.1527869;89.47238626;93.98324576;85.57570738;94.29181693;84.73153296;85.91995258;89.87615501;95.32150869;91.67364918;85.40479792;96.80917304;102.0236258;106.5346144;104.9437959;101.1166784;79.78621533;90.51970852;141.3457566;94.47820297;97.90491118;88.10910642;84.23476486;88.74562437;95.47120609;100.023003;94.46581834;98.77112473;93.95216096;90.69672588;88.44056336;92.886651;87.63486845;94.26026522;93.92465046;89.81368022;88.30149768;92.14572796;98.42679634;90.05446796;90.06217226;124.9095897;128.1777295;124.1855509;82.96001701;130.3300657;125.773536;128.1797987;130.6191983;124.1855509;130.5625036;128.3193887;130.1246525;119.2877077
220;Pachur18_e1_session1;126.1527869;91.85778463;86.67022991;93.48194727;85.32763405;93.70855218;100.4411634;88.28938763;95.90758419;93.65312808;104.832885;113.7311476;97.35358984;87.18654789;95.3641974;97.78565777;95.62826578;103.2259615;90.84100595;84.23514071;88.73830165;96.36020533;85.78993103;76.42625728;109.3991651;101.2587289;97.55151533;88.99646151;100.8000872;100.4225145;96.36864414;100.8795036;96.36864414;84.48560201;113.3409998;80.8417221;88.30690677;100.8594475;96.49174123;111.647284;85.32908608;126.716565;126.9258676;127.0392539;83.12521489;128.3988919;121.2587355;122.5307735;130.6636464;127.0392539;128.7579594;124.8339927;130.6636464;106.0610202
221;Pachur18_e1_session1;126.1527869;109.5101666;113.4700348;114.0210261;122.448675;126.9678239;127.2665097;125.2007459;133.0806373;132.7607957;121.7936976;125.8777255;126.5396907;130.0528076;126.5789794;122.4021219;114.0210261;119.0185243;120.9976999;116.3788798;120.8897393;111.7854067;117.9162476;120.5511098;113.1183035;115.8655541;118.3998979;122.4917538;118.4019385;118.5318856;114.0210261;118.4541755;114.0210261;117.9808943;131.3508474;117.9378155;113.7946838;117.2855463;134.8769032;130.8154166;122.448675;124.9095897;130.3905422;130.2633495;109.3521351;125.7974592;129.3307188;125.773536;130.6636464;130.2633495;121.0394608;121.1493003;130.6636464;126.2447876
222;Pachur18_e1_session1;126.1527869;104.4824866;103.322372;108.9933462;112.0812629;114.6578744;114.1616218;114.6578744;123.6648934;123.2502387;110.0077646;113.4513526;121.0540058;115.6284031;113.6340316;114.7559681;108.9027467;122.9855233;165.7517352;100.1438767;104.6547362;108.045925;107.3340161;109.2237934;113.6420427;113.4641809;113.4324422;112.344091;112.7047509;112.2631686;108.172284;113.25093;108.6472623;107.8332315;131.6854845;107.8332315;103.0258968;113.1581218;123.6795934;116.1332215;111.8886269;130.0458109;130.6333387;130.6636464;97.15600398;124.7042985;128.8001346;129.3307188;130.6636464;130.6636464;128.1234498;127.597326;130.6636464;118.7333045
223;Pachur18_e1_session1;126.1527869;120.1981246;122.5408436;118.0261278;119.1379168;117.9956773;116.7570209;117.9919518;119.5672343;113.5773953;108.8761488;110.213853;137.03262;137.936229;123.8542866;116.170791;108.4774206;114.6605158;184.7492494;113.8284474;105.6353562;114.7181491;121.4423194;121.1207469;126.5806825;130.9273441;116.7348223;119.5102976;114.5069671;111.7902687;112.4755629;115.4598582;114.1383338;114.999438;136.1052092;114.6270573;116.7115676;118.6491933;116.8007024;101.0056635;104.3947691;126.716565;119.0216694;124.1855509;112.200708;130.6636464;130.3887827;130.5647273;117.4947782;124.1855509;130.5625036;127.597326;113.3959246;128.2482123
224;Pachur18_e1_session1;126.1527869;106.9805836;111.4914431;93.70289524;102.7246089;107.0137467;107.0137467;84.18396926;82.84859295;37.71283467;128.6588599;130.6617297;112.5001343;117.0124429;118.383636;47.045424;111.4914431;92.43178111;105.6373261;121.791566;114.9437716;77.91420706;106.2711809;110.7820404;70.39730258;74.90816209;95.00556658;99.51642609;42.61833734;116.0023026;111.4914431;116.0023026;111.4914431;95.00556658;57.08717746;98.21375475;111.2766614;81.15290764;120.8150483;137.0086594;102.7246143;126.716565;100.0056361;108.2013496;106.7631883;130.6636464;89.14123355;30.88433661;130.6636464;108.2013496;122.3421261;116.4989326;130.6636464;129.6397139
225;Pachur18_e1_session1;126.1527869;109.8034118;100.693238;114.1635809;106.3691835;98.03015209;102.3254165;99.12774899;95.420062;80.60517981;85.08067824;84.67238612;122.870493;108.8043435;105.9634097;83.44823661;88.68667288;121.1095241;183.8839082;105.3130402;109.699537;89.16313167;118.2457852;105.9878909;101.4517289;96.28500523;113.7950636;108.0789132;93.74397013;89.27077088;85.42119366;92.35723536;89.96747878;103.5680537;114.6817009;101.8588274;107.4438579;94.47833828;89.92990747;75.97696541;77.50934794;130.0458109;126.9258676;130.6636464;101.5415846;130.0093612;128.8001346;130.6636464;121.8062695;130.6636464;128.7579594;126.7764286;122.5307735;101.853922
226;Pachur18_e1_session1;126.1527869;98.86850085;95.78809352;99.37718299;88.34285536;77.27648445;86.23828457;81.4112242;88.20725471;87.79096438;96.0143369;103.4500534;110.0394062;97.83470141;94.81148461;103.0227584;94.52854;102.6021357;150.9219663;99.63148649;80.96051217;99.04313461;100.8064495;88.43552565;111.1178053;103.4643267;91.18944353;89.47420644;103.364704;100.3441976;98.4226647;102.3905236;98.77358475;84.96334693;114.0774073;83.92944062;95.27453517;103.2844443;94.77533009;93.78016022;88.44025142;122.7106084;121.4705756;125.2309895;90.88744751;130.6636464;130.5647273;125.773536;128.4769997;125.2309895;128.7579594;125.8556977;125.773536;102.561795
227;Pachur18_e1_session1;126.1527869;125.991927;130.5027865;48.65199927;57.67371828;128.0974191;127.9120092;127.7454483;70.35302246;68.10603946;128.9096239;130.4193511;129.2149919;134.5399832;108.4909535;139.6837859;130.5027865;89.60880523;151.2306256;131.7645569;52.03388983;127.9473366;91.82958558;96.34044508;141.2106978;145.7283287;53.16285878;57.67944662;135.0223836;135.013646;130.5027865;135.013646;130.5027865;53.16285878;139.2547667;53.16285878;129.6957808;132.3367161;102.9227091;92.8473972;57.67371828;103.0972217;93.87833373;38.62480468;125.3254867;130.6636464;122.5307735;111.5090725;126.1818798;38.62480468;130.5625036;130.2347098;127.4690871;136.3772505
228;Pachur18_e1_session1;126.1527869;114.9980335;113.4750032;118.6227648;117.5998465;111.3571063;110.4569682;112.000539;116.9363041;110.534854;97.44024279;97.25159773;132.8394845;128.9578789;117.0598123;103.1219963;98.66497541;118.9732103;179.1617149;112.6966242;112.1710612;101.7622486;119.7824871;115.2590602;113.9126786;115.3856047;121.1955637;119.1467696;102.9570312;101.4649523;100.3200452;107.0267714;103.3866013;114.6359101;130.0395944;113.088987;111.8057275;107.8974608;113.7959366;95.6393087;106.9695541;129.266472;129.1674573;130.6636464;106.9213786;129.5810393;130.6636464;130.6636464;125.2309895;130.6636464;128.7579594;128.3193887;123.7064014;115.6610878
229;Pachur18_e1_session1;126.1527869;128.273373;132.0709445;131.7875798;138.8595781;144.6005699;144.9146951;144.1584737;152.875658;151.9617934;128.5030757;129.160137;144.1099904;146.0314149;138.9347128;141.9192234;132.286766;128.1789038;151.4821988;131.2424944;135.7533539;132.7627905;128.9234164;133.063079;145.6765086;149.7469614;137.1554499;140.7600693;137.4134052;136.3202841;132.7842325;137.295092;132.7842052;136.2492098;160.7719264;135.1443658;132.2079482;137.2950647;151.1676802;137.0200643;138.8984186;130.0458109;130.6636464;129.0588716;127.6970887;130.6636464;129.3307188;130.3887827;130.6636464;129.0588716;130.6524102;130.6636464;130.6636464;143.2744275
230;Pachur18_e1_session1;126.1527869;126.9426461;129.9570345;130.8619741;136.7857462;140.0763236;141.1923983;137.2644643;144.8567421;144.8728368;124.015637;124.3313116;143.7431965;145.6465919;142.6527434;131.6820966;128.5973001;127.5826261;164.2932595;125.4919071;130.0027666;128.8170682;135.2158892;137.2929451;132.4023154;136.9041678;134.7384989;137.6970363;128.5102837;128.3318624;127.2959664;129.9117724;128.972455;133.1861768;149.6714322;132.4788581;129.6004384;133.4833145;148.3756019;129.2619813;133.8217117;130.0458109;129.1674573;130.6636464;125.0895789;130.6503126;130.6636464;130.6636464;126.1818798;130.6636464;129.7519765;128.9434816;124.7869295;136.0328882
231;Pachur18_e1_session1;126.1527869;94.43854977;93.56613075;98.94940928;102.1357455;100.363364;97.20484659;100.562051;108.9962108;97.24733176;83.90680287;89.51714139;111.0177166;103.9008028;104.3485198;97.32775472;80.93553287;113.0183357;146.4966376;99.39013622;100.8499206;86.8970417;100.0956763;98.84085719;96.26899446;97.62575153;103.3599277;102.5878498;92.47253419;90.07966594;88.25986336;88.10940545;83.91241476;98.07699026;107.4528144;97.62488603;92.90795099;88.42327426;103.5262863;89.90779102;100.0164722;130.0458109;128.1777295;130.48581;88.74679987;125.7974592;129.7720797;129.3307188;129.9515958;130.48581;124.6518336;123.7100223;128.1797987;95.07748245
232;Pachur18_e1_session1;126.1527869;87.49503379;92.0058933;89.93631324;98.95803225;101.742798;101.7161921;101.5377196;108.5258978;108.2387065;103.7461546;112.8020242;101.6718433;106.1835426;99.39451288;93.16155523;90.81985258;92.21358953;113.0634648;94.1328379;95.39118725;92.00505284;92.34398516;96.85484467;104.1178917;108.6289285;93.55619354;98.06705305;87.84435983;96.05947963;92.0058933;96.5167528;91.76963777;93.55619354;116.0964666;94.44717274;89.27155736;96.28049728;112.4095482;112.7252632;98.95803225;126.716565;128.1777295;121.8062695;85.42210126;130.0093612;121.2587355;122.5307735;130.6636464;121.8062695;124.6518336;123.7100223;130.6636464;112.9986402
233;Pachur18_e1_session1;126.1527869;112.157385;116.6682445;116.6682445;125.6899635;129.6480417;127.9234764;126.6807641;133.871561;131.4072764;124.9337059;128.0826215;121.1562325;123.4240565;130.0793266;119.6703278;116.6682445;117.0251324;136.0424049;119.0369911;120.6311623;112.1532542;121.135653;125.6465125;120.6410173;125.1519918;117.7306451;124.4113988;115.7269788;120.5049285;116.6682445;119.906557;116.6682445;119.9005392;132.5034887;121.179104;110.7204991;119.2486057;137.9194706;133.9554249;125.6899635;129.266472;116.2091271;126.1818798;110.3920883;130.3300657;125.773536;113.3959246;130.6191983;126.1818798;116.5208675;110.8216105;130.6636464;123.6231413
234;Pachur18_e1_session1;126.1527869;106.4006866;93.95401807;110.768389;94.45214112;104.159722;112.1549737;99.48513224;108.4373566;107.9600931;110.1429018;115.1513542;120.9744505;101.4228988;101.4809392;102.5246539;110.0312595;120.1139454;104.2325723;97.59612488;101.3257179;110.2262636;113.5379935;98.05787312;112.9919604;106.1213475;112.0892596;97.78783422;115.6056427;113.7425686;109.5140631;114.7779978;110.4114446;93.27697472;123.8172668;92.98710935;106.6592196;114.9223041;109.8014788;112.4911936;95.58527036;129.266472;126.9258676;130.6191983;101.6109662;129.5810393;128.8001346;129.3307188;129.5502377;130.6191983;126.5760807;123.7100223;129.3307188;109.6453864
235;Pachur18_e1_session1;126.1527869;63.08526845;67.59612796;65.14436515;74.16608416;76.90165105;76.90165102;78.23179171;83.19630013;82.32764035;104.8182573;116.4888526;80.39375622;84.90481747;79.36884758;76.85320838;67.59612796;77.09820074;62.47752809;90.06470462;76.85245907;64.62110916;70.34049671;74.85135622;74.98396853;79.92145298;64.22631996;68.693254;72.34234887;72.10698747;67.59612796;72.10698747;67.59612796;64.1823945;92.56793231;69.65522466;73.92561504;69.06006773;86.73194838;113.8399764;74.16608416;120.0766914;119.0216694;119.033125;68.27786181;130.6636464;113.3959246;107.4015079;130.6636464;119.033125;121.0394608;114.7242109;130.6636464;100.7749743
236;Pachur18_e1_session1;126.1527869;120.1155695;124.626429;123.3431782;132.3648972;137.4636734;137.3213988;137.3807811;142.8368745;140.4144985;121.1420511;123.4073167;134.3859208;138.8967803;135.5652727;131.5564774;124.5309971;115.7580171;130.5716487;124.8922501;124.541124;124.3212445;128.1612808;132.6721403;136.7093938;141.2202534;127.3255918;131.8364513;127.3535704;125.0196423;123.8488576;126.814177;124.4509083;127.3255918;150.2285934;127.8540377;120.3515058;128.9617678;141.9256814;128.04535;125.4911068;128.1617169;119.0216694;123.0444075;118.0903238;130.6636464;125.773536;128.1797987;125.2309895;123.0444075;124.6518336;121.1493003;124.7869295;127.5375872
237;Pachur18_e1_session1;126.1527869;123.1322513;127.6431108;116.8516751;125.0265854;135.039402;135.0394022;134.8323157;138.3724259;135.597119;121.5309135;123.8459865;140.0646468;144.5831984;136.157645;133.1848023;124.5619751;115.4771156;120.7791195;121.6305698;124.6625365;126.7809778;119.5383181;124.0491776;134.7954637;135.416672;123.6628271;128.0795442;129.6471118;127.6541729;127.0517661;129.2436584;126.8920346;123.5686847;145.1879008;121.1923124;123.2699386;131.4028941;139.6498607;123.5151298;124.8483008;122.7106084;119.0216694;127.0392539;118.7590791;130.6636464;130.3887827;126.6672757;127.0392539;127.0392539;127.3964156;124.8339927;126.6672757;135.1192433
238;Pachur18_e1_session1;126.1527869;100.9596425;102.8288617;104.6189497;109.9173483;114.2183447;116.3076623;115.0528655;122.5783708;118.0443717;103.7154221;109.9236398;116.5640706;118.424747;114.6803582;114.1385109;104.0468411;111.4084954;114.6076604;118.0439829;122.5498209;103.8032551;108.957658;109.8457448;114.2960533;118.2110294;109.7950011;110.998184;109.8193947;106.0535068;103.7081765;107.3741821;104.2971224;106.4873245;130.2578111;105.4065919;109.7960885;108.8079819;118.0525129;112.6001114;104.9836813;120.0766914;126.9258676;128.4769997;105.1902743;130.6503126;123.7064014;128.1797987;130.2633495;128.4769997;124.6518336;124.8339927;129.3307188;120.7215872
239;Pachur18_e1_session1;126.1527869;111.3988273;115.9096869;104.1872305;112.7518924;123.3568603;123.3568603;120.0898141;125.7228826;124.5647232;119.7592645;124.7782283;113.5757231;118.4803206;119.8465328;126.4246865;115.9096869;102.5900227;109.8409517;122.1560356;120.1582734;115.0470564;106.8273471;111.3362631;125.04176;129.4983327;111.6402074;115.8299605;121.904818;120.4205464;115.9096869;120.4205464;115.9096869;111.319101;130.1554809;108.3206857;116.4176557;118.5423582;128.9808711;125.6485641;112.8315452;116.9447901;125.4009957;117.4947782;111.9067962;130.6636464;125.773536;122.5307735;130.6636464;117.4947782;130.1125155;129.9005856;130.1246525;126.7460314
240;Pachur18_e1_session1;126.1527869;101.0007606;94.97401739;103.6661322;92.67413826;98.46336692;104.389927;97.9665509;105.4665165;104.8842564;97.4414061;104.073029;116.7245596;110.51391;96.23864699;103.0490645;98.94602446;110.2243146;126.5756913;101.5864425;97.64239353;100.9464422;106.9754431;90.8357406;109.7137298;108.7551183;99.80209314;97.01783046;104.6132173;102.929479;100.4418218;105.5015563;101.3111696;92.50697096;121.9525911;88.1641206;98.95345707;105.8220291;108.2785373;99.1718666;91.31227131;122.7106084;128.1777295;129.0588716;94.30339764;129.5810393;129.3307188;129.7720797;129.9515958;129.0588716;129.3006131;125.8556977;128.8001346;106.9286295
241;Pachur18_e1_session1;126.1527869;95.35575542;99.86661493;92.382467;101.404186;107.7033287;107.6871239;107.9337853;114.1148981;111.8253933;108.1644386;116.5258054;107.9237213;113.6814916;101.6413967;109.2103345;98.98486251;87.27339091;109.3474473;107.4307719;104.952386;99.81256644;97.04614189;101.5570014;111.4423248;115.9531854;97.01858875;101.4904956;104.6496114;103.6986005;99.86661493;104.2567777;99.81167403;96.97963608;120.4558249;96.8933265;94.43528783;104.3225335;113.9134846;115.4889541;100.699844;120.0766914;123.5888053;108.2013496;98.20180032;130.6636464;113.3959246;121.2587355;130.6191983;108.2013496;127.3964156;128.9434816;129.7720797;117.626145
242;Pachur18_e1_session1;126.1527869;96.92468386;93.62277846;94.38045702;78.92938646;77.22589517;87.41534519;76.84017948;84.24374626;75.94940761;79.47413151;88.15305456;110.877557;107.0611985;91.46642373;91.45149074;77.48514858;97.49500559;137.3966227;100.0630875;100.4463821;87.42610594;95.82050636;78.57600623;95.77788252;96.88803996;87.78246493;84.5341189;90.44075519;86.52168955;88.09631295;91.65470233;87.05840852;80.02325939;94.87780206;74.41852696;96.37428874;91.56926802;83.89307638;72.80954322;76.27355421;116.9447901;126.9258676;125.2309895;91.46370989;130.6503126;130.1246525;130.3887827;127.0392539;125.2309895;129.7519765;129.4703421;123.7064014;100.6900836
243;Pachur18_e1_session1;126.1527869;126.1584397;129.4912741;116.9147532;114.0232437;103.3390063;106.2993172;109.5385113;104.223412;80.82657514;105.0972265;102.2288719;140.6062542;143.2768716;110.3005101;106.8345194;89.80186416;114.6031828;203.5262591;117.682768;119.2446497;99.82161229;113.3510011;110.4520289;110.5489227;113.968054;117.4132179;118.8266833;104.1822082;103.7894642;101.4739371;117.1963452;109.8639232;114.3158238;102.694174;109.5123842;124.8440973;114.3747827;102.0795711;74.27939149;75.30108154;126.716565;116.2091271;126.1818798;120.3332378;130.6636464;130.6526571;130.6636464;108.2013496;126.1818798;130.6636464;130.2347098;100.3574562;125.5379962
244;Pachur18_e1_session1;126.1527869;101.5658474;97.77051703;103.3153094;95.66488446;101.6171145;109.4951016;99.21952265;103.5660632;103.0111315;96.88172379;103.2240192;117.4420284;111.5539811;100.9593394;106.3432559;96.97333496;107.2098655;128.0745112;112.7193745;103.889182;100.8444141;106.8357546;96.83714358;110.953737;109.7283985;98.10952352;95.51752317;109.4906652;104.9918183;100.6995487;105.8807623;100.008183;91.00666367;123.7460496;91.15402495;104.4675558;104.5190425;107.0213958;101.2098814;94.27697175;120.0766914;125.4009957;128.4769997;99.96850337;130.6636464;129.7720797;129.3307188;128.4769997;128.4769997;128.7579594;124.8339927;128.1797987;115.9404757
245;Pachur18_e1_session1;126.1527869;109.6329525;113.2895294;107.7161863;111.9892881;96.46295547;98.15559112;93.20944261;100.3514317;96.95632732;86.02545702;89.0824523;124.3455613;128.2454362;111.2617929;107.4370551;87.73533224;107.2039588;183.7301944;119.6878307;114.0931086;93.39708399;109.8234027;109.6455311;104.898834;109.409822;114.3559194;116.529863;99.93022501;95.42863231;91.95989262;99.51164994;96.68868165;112.0190035;102.6620009;107.4784286;111.9266424;101.1995412;107.5274146;81.12558636;103.8221379;122.7106084;128.1777295;129.0588716;107.3196708;130.6636464;130.6526571;130.6636464;124.1855509;129.0588716;130.6636464;130.2347098;119.8888354;129.2756165
246;Pachur18_e1_session1;126.1527869;129.8799942;134.3908537;128.9465837;137.5078314;146.0715413;146.0639532;141.6754686;144.3866691;131.1982548;130.6636464;130.6636464;146.06471;150.5892278;136.9996578;132.003584;134.3908537;124.1311408;140.3877342;132.4426242;129.2144226;120.2396521;133.5905;137.2747581;126.9660725;131.1792606;133.6098487;138.1207082;127.9555588;138.9017132;134.3908537;138.9017132;134.3908537;133.6098487;144.273322;133.4574432;132.9392362;123.9543655;157.7172149;139.6693474;137.9683027;122.7106084;126.9258676;121.8062695;128.5862186;130.6636464;119.8888354;107.4015079;130.6636464;121.8062695;129.3006131;130.4730981;130.6636464;145.8474642
247;Pachur18_e1_session1;126.1527869;106.6861065;105.4508231;110.950096;112.625496;113.9592256;116.3859029;115.3168329;117.6709937;117.0582904;99.89547891;103.4153845;121.1906554;117.9592512;113.2044507;105.334845;103.8520999;118.7917156;129.6314199;113.5995697;114.8187722;104.2165834;115.3524211;112.9553386;116.8791455;118.6933653;115.7078255;114.2963896;110.2017259;107.056269;105.0178779;107.872203;103.3475793;109.7855301;132.9641569;108.7102964;108.5569519;107.8584388;108.9589405;107.2750599;110.2383695;128.1617169;123.5888053;125.2309895;103.1073866;130.0093612;128.1797987;128.8001346;127.8040262;125.2309895;128.1234498;125.8556977;125.773536;108.002414
248;Pachur18_e1_session1;126.1527869;122.3032537;126.8141132;124.0627058;133.0362228;135.9045473;134.3559033;136.4471723;142.2757912;141.3478754;119.1738342;120.9985565;136.5189615;140.9972145;138.6715719;134.7016455;125.3291627;120.3341491;184.5403748;126.7100877;131.2209472;124.5726875;126.8690988;129.6850054;134.3379664;138.8498057;127.920885;135.1079562;132.1995978;127.697344;124.2386185;127.9179954;126.3365153;130.5970967;149.2872854;128.5253633;127.5613373;130.8473748;142.9472625;125.5269658;124.9888821;130.6636464;126.9258676;128.4769997;123.0504778;130.6636464;128.1797987;129.7720797;129.0588716;128.4769997;129.7519765;124.8339927;129.7720797;141.6669111
249;Pachur18_e1_session1;126.1527869;125.4707714;129.9816309;124.3765539;133.398273;138.4353806;138.4353807;140.4480484;147.259087;131.7743576;116.6394146;116.1245265;140.6901945;145.4341986;133.073422;140.1505415;120.5388833;120.5840182;163.4016533;128.4004223;132.9112818;120.185202;126.2552287;130.7660883;107.1485464;94.52439867;130.8097247;135.3205842;134.309508;131.5795559;124.8136264;133.2174108;125.018209;130.8097247;119.3039806;128.8874134;128.9834776;129.5290685;136.0681451;124.3296627;132.1183726;130.0458109;129.1674573;124.1855509;124.4726181;130.6636464;128.8001346;130.1246525;129.9515958;124.1855509;130.1125155;130.2347098;128.1797987;144.9068478
